Output/Plug,container_id,channel_name,line2,qr_url
5,131,TC 7B-05 Hippo Body Full Head Up,CH-RGBTree-Base,,https://db.sheboyganlights.org/scan/DISP/323
16,183,	
TC Frying Santa 7D-16 Grill,CH-RGBTree,-16x100-180,https://db.sheboyganlights.org/scan/DISP/334
